date,temperature_c,rainfall_mm
2005-08-05,31.945,0.0
2005-08-06,32.752,0.0
2005-08-07,30.162,0.0
2005-08-08,27.647,0.0
2005-08-09,28.689,1.03
2005-08-10,31.663,5.745
2005-08-11,32.321,3.826
2005-08-12,32.49,5.611
2005-08-13,37.091,0.0
2005-08-14,36.571,0.0
2005-08-15,33.734,0.0
2005-08-16,31.428,0.0
2005-08-17,28.772,0.0
2005-08-18,25.192,0.0
2005-08-19,21.591,0.0
2005-08-20,19.595,0.0
2005-08-21,22.144,0.0
2005-08-22,20.305,6.386
2005-08-23,25.033,3.102
2005-08-24,22.269,3.827
2005-08-25,19.703,1.087
2005-08-26,15.069,5.12
2005-08-27,19.189,4.186
2005-08-28,20.597,0.0
2005-08-29,23.471,0.0
2005-08-30,23.482,0.0
2005-08-31,18.946,0.0
2005-09-01,19.612,4.045
2005-09-02,19.497,0.0
2005-09-03,20.855,0.528
2005-09-04,22.416,2.564
2005-09-05,26.98,5.406
2005-09-06,24.882,4.627
2005-09-07,21.229,0.0
2005-09-08,19.821,0.0
2005-09-09,22.937,0.0
2005-09-10,20.696,0.0
2005-09-11,21.452,0.0
2005-09-12,19.32,0.0
2005-09-13,23.082,1.593
2005-09-14,27.273,0.0
2005-09-15,26.408,5.023
2005-09-16,23.024,2.671
2005-09-17,24.232,4.463
2005-09-18,21.966,5.834
2005-09-19,22.636,0.121
2005-09-20,23.634,0.0
2005-09-21,24.261,0.0
2005-09-22,22.429,5.541
2005-09-23,22.881,16.385
2005-09-24,26.347,8.54
2005-09-25,23.608,6.184
2005-09-26,18.52,3.144
2005-09-27,24.503,3.545
2005-09-28,18.727,7.148
2005-09-29,18.128,7.746
2005-09-30,17.5,7.091
2005-10-01,20.724,3.079
2005-10-02,24.568,0.709
2005-10-03,23.608,0.618
2005-10-04,25.887,0.998
2005-10-05,26.22,5.492
2005-10-06,21.222,4.765
2005-10-07,21.701,4.923
2005-10-08,17.704,7.221
2005-10-09,27.243,0.589
2005-10-10,29.887,0.99
2005-10-11,25.33,0.0
2005-10-12,21.738,0.504
2005-10-13,24.637,0.0
2005-10-14,25.87,0.681
2005-10-15,21.407,0.0
2005-10-16,22.16,2.124
2005-10-17,20.974,2.063
2005-10-18,20.103,7.932
2005-10-19,21.376,6.25
2005-10-20,22.471,4.518
2005-10-21,23.243,3.035
2005-10-22,19.527,2.318
2005-10-23,21.187,3.612
2005-10-24,23.985,1.617
2005-10-25,17.376,2.728
2005-10-26,15.681,0.0
2005-10-27,18.538,5.311
2005-10-28,17.161,3.409
2005-10-29,18.177,2.634
2005-10-30,18.927,3.717
2005-10-31,15.01,8.616
2005-11-01,12.978,0.676
2005-11-02,14.194,3.545
2005-11-03,13.98,5.793
2005-11-04,17.6,1.311
2005-11-05,18.087,1.206
2005-11-06,17.296,3.357
2005-11-07,16.578,1.225
2005-11-08,13.873,12.829
2005-11-09,10.042,4.537
2005-11-10,13.669,3.883
2005-11-11,11.916,3.482
2005-11-12,13.432,1.878
2005-11-13,11.854,0.0
2005-11-14,14.307,0.0
2005-11-15,11.743,0.0
2005-11-16,13.393,1.294
2005-11-17,13.077,5.389
2005-11-18,11.703,8.679
2005-11-19,14.137,11.423
2005-11-20,14.945,16.003
2005-11-21,17.238,7.218
2005-11-22,17.277,3.347
2005-11-23,17.647,5.022
2005-11-24,12.255,6.197
2005-11-25,12.879,5.851
2005-11-26,12.676,0.122
2005-11-27,11.286,4.846
2005-11-28,14.194,2.818
2005-11-29,12.301,5.892
2005-11-30,15.138,0.0
2005-12-01,13.286,0.0
2005-12-02,12.5,0.0
2005-12-03,8.051,0.0
2005-12-04,9.604,0.0
2005-12-05,12.346,0.0
2005-12-06,10.492,0.737
2005-12-07,9.007,1.891
2005-12-08,9.067,9.468
2005-12-09,10.058,1.247
2005-12-10,6.701,0.846
2005-12-11,4.252,0.231
2005-12-12,2.809,6.688
2005-12-13,3.07,7.218
2005-12-14,6.649,5.241
2005-12-15,8.752,0.021
2005-12-16,7.599,4.532
2005-12-17,3.777,6.688
2005-12-18,5.368,3.264
2005-12-19,5.472,3.232
2005-12-20,6.774,2.844
2005-12-21,8.064,0.0
2005-12-22,4.998,4.192
2005-12-23,8.319,3.261
2005-12-24,9.549,6.341
2005-12-25,4.529,5.762
2005-12-26,7.404,6.162
2005-12-27,10.106,7.615
2005-12-28,11.454,6.782
2005-12-29,12.813,4.729
2005-12-30,11.563,2.566
2005-12-31,11.945,3.542
2006-01-01,12.307,3.966
2006-01-02,12.393,4.134
2006-01-03,9.558,5.691
2006-01-04,10.145,3.95
2006-01-05,7.907,6.191
2006-01-06,8.975,0.0
2006-01-07,11.358,0.0
2006-01-08,11.484,4.086
2006-01-09,7.178,6.873
2006-01-10,2.733,3.618
2006-01-11,4.434,6.318
2006-01-12,7.249,7.876
2006-01-13,6.145,1.981
2006-01-14,6.454,2.931
2006-01-15,9.361,2.666
2006-01-16,8.748,6.748
2006-01-17,5.063,4.321
2006-01-18,6.312,9.775
2006-01-19,6.096,9.344
2006-01-20,6.201,5.506
2006-01-21,8.768,7.696
2006-01-22,7.702,5.025
2006-01-23,10.562,1.763
2006-01-24,4.262,3.595
2006-01-25,4.135,5.096
2006-01-26,2.327,11.106
2006-01-27,5.427,6.066
2006-01-28,1.848,3.578
2006-01-29,9.161,4.095
2006-01-30,4.371,2.722
2006-01-31,6.805,1.321
2006-02-01,7.255,0.76
2006-02-02,7.848,0.0
2006-02-03,11.806,0.319
2006-02-04,7.842,7.088
2006-02-05,8.351,6.301
2006-02-06,8.16,4.468
2006-02-07,6.13,8.752
2006-02-08,9.142,6.367
2006-02-09,10.004,7.301
2006-02-10,8.329,2.603
2006-02-11,7.936,3.194
2006-02-12,8.19,0.68
2006-02-13,9.112,3.279
2006-02-14,9.0,6.269
2006-02-15,9.748,7.734
2006-02-16,16.176,13.181
2006-02-17,15.336,5.686
2006-02-18,12.494,4.987
2006-02-19,16.62,3.954
2006-02-20,15.759,2.369
2006-02-21,16.375,4.461
2006-02-22,16.349,5.421
2006-02-23,16.396,12.045
2006-02-24,17.661,9.063
2006-02-25,16.096,2.034
2006-02-26,15.406,0.781
2006-02-27,16.673,2.784
2006-02-28,15.482,3.933
2006-03-01,12.252,5.99
2006-03-02,12.815,8.353
2006-03-03,7.805,5.329
2006-03-04,12.739,6.568
2006-03-05,16.467,2.752
2006-03-06,13.906,8.107
2006-03-07,13.781,6.679
2006-03-08,12.892,4.739
2006-03-09,9.107,15.122
2006-03-10,14.355,8.409
2006-03-11,13.204,5.927
2006-03-12,13.107,9.334
2006-03-13,13.88,7.331
2006-03-14,15.198,5.161
2006-03-15,13.898,4.648
2006-03-16,17.753,2.46
2006-03-17,15.635,5.126
2006-03-18,14.445,3.657
2006-03-19,14.007,2.221
2006-03-20,12.814,2.488
2006-03-21,12.463,0.0
2006-03-22,15.164,1.862
2006-03-23,16.047,3.458
2006-03-24,15.825,1.358
2006-03-25,20.043,2.997
2006-03-26,14.969,0.0
2006-03-27,21.019,0.0
2006-03-28,18.966,0.0
2006-03-29,19.809,0.0
2006-03-30,18.414,0.0
2006-03-31,17.246,0.469
2006-04-01,18.696,0.0
2006-04-02,18.737,0.0
2006-04-03,15.444,0.003
2006-04-04,15.952,2.917
2006-04-05,15.95,12.249
2006-04-06,16.626,1.742
2006-04-07,15.899,3.329
2006-04-08,12.997,4.063
2006-04-09,14.186,0.0
2006-04-10,12.829,1.35
2006-04-11,13.857,0.374
2006-04-12,14.964,2.453
2006-04-13,17.067,2.948
2006-04-14,19.518,3.566
2006-04-15,16.228,3.014
2006-04-16,17.201,6.163
2006-04-17,17.221,0.086
2006-04-18,19.366,4.087
2006-04-19,15.624,5.479
2006-04-20,14.944,1.107
2006-04-21,16.166,3.034
2006-04-22,16.756,4.595
2006-04-23,15.191,2.954
2006-04-24,7.622,0.115
2006-04-25,6.83,1.263
2006-04-26,14.824,0.283
2006-04-27,14.477,0.0
2006-04-28,20.079,0.0
2006-04-29,20.496,0.0
2006-04-30,20.451,0.0
2006-05-01,21.153,0.0
2006-05-02,20.808,2.18
2006-05-03,22.741,0.234
2006-05-04,24.077,1.627
2006-05-05,25.191,3.908
2006-05-06,22.792,3.781
2006-05-07,21.856,0.0
2006-05-08,20.758,0.0
2006-05-09,21.314,0.0
2006-05-10,18.57,0.0
2006-05-11,20.399,1.773
2006-05-12,18.501,1.244
2006-05-13,20.419,0.0
2006-05-14,20.168,2.07
2006-05-15,21.54,0.0
2006-05-16,27.136,0.0
2006-05-17,26.094,0.0
2006-05-18,26.975,1.547
2006-05-19,20.732,0.0
2006-05-20,19.728,0.0
2006-05-21,22.696,0.0
2006-05-22,23.796,0.0
2006-05-23,25.665,0.0
2006-05-24,24.317,16.324
2006-05-25,22.749,6.344
2006-05-26,21.28,1.324
2006-05-27,23.21,1.637
2006-05-28,23.222,1.897
2006-05-29,22.43,0.0
2006-05-30,25.619,0.0
2006-05-31,23.453,1.451
2006-06-01,22.617,0.0
2006-06-02,24.634,0.0
2006-06-03,23.079,1.77
2006-06-04,24.149,2.456
2006-06-05,23.6,0.897
2006-06-06,24.018,0.452
2006-06-07,24.824,0.0
2006-06-08,24.486,0.0
2006-06-09,25.995,1.323
2006-06-10,18.488,0.0
2006-06-11,18.203,0.0
2006-06-12,20.27,0.0
2006-06-13,25.58,0.0
2006-06-14,27.788,0.0
2006-06-15,30.359,1.256
2006-06-16,26.766,0.0
2006-06-17,23.19,1.195
2006-06-18,26.327,2.089
2006-06-19,25.976,1.675
2006-06-20,26.081,0.0
2006-06-21,28.431,0.0
2006-06-22,22.308,0.0
2006-06-23,24.466,2.057
2006-06-24,24.26,3.145
2006-06-25,26.243,4.628
2006-06-26,27.912,4.258
2006-06-27,30.466,3.447
2006-06-28,29.738,0.68
2006-06-29,27.721,0.0
2006-06-30,22.508,0.0
2006-07-01,23.073,1.583
2006-07-02,21.361,0.0
2006-07-03,21.713,5.081
2006-07-04,19.131,11.177
2006-07-05,22.939,4.693
2006-07-06,20.999,3.605
2006-07-07,21.266,2.687
2006-07-08,22.015,4.763
2006-07-09,22.327,1.743
2006-07-10,25.215,0.618
2006-07-11,25.189,1.982
2006-07-12,27.638,1.655
2006-07-13,28.098,1.538
2006-07-14,26.036,0.566
2006-07-15,25.5,0.955
2006-07-16,24.782,2.45
2006-07-17,23.507,0.0
2006-07-18,24.659,0.0
2006-07-19,22.623,0.0
2006-07-20,25.428,0.0
2006-07-21,29.831,0.748
2006-07-22,29.271,0.0
2006-07-23,35.232,0.0
2006-07-24,34.781,0.0
2006-07-25,33.608,0.0
2006-07-26,32.663,0.0
2006-07-27,31.286,0.0
2006-07-28,30.283,0.0
2006-07-29,32.114,0.0
2006-07-30,29.741,0.0
2006-07-31,26.311,0.0
2006-08-01,24.55,0.0
2006-08-02,25.212,0.0
2006-08-03,27.945,3.738
2006-08-04,26.194,0.0
2006-08-05,27.445,2.739
2006-08-06,24.101,0.22
2006-08-07,23.715,1.33
2006-08-08,26.575,1.232
2006-08-09,26.605,1.516
2006-08-10,21.78,0.0
2006-08-11,27.993,0.0
2006-08-12,27.407,0.749
2006-08-13,23.579,5.396
2006-08-14,25.461,1.831
2006-08-15,25.827,1.561
2006-08-16,27.171,1.981
2006-08-17,27.254,2.775
2006-08-18,28.996,1.847
2006-08-19,24.584,1.466
2006-08-20,26.865,0.0
2006-08-21,26.5,0.0
2006-08-22,24.132,0.0
2006-08-23,24.77,2.565
2006-08-24,31.891,0.0
2006-08-25,28.201,0.0
2006-08-26,27.216,2.526
2006-08-27,27.65,0.665
2006-08-28,30.736,2.378
2006-08-29,29.025,0.0
2006-08-30,24.624,0.0
2006-08-31,26.876,0.0
2006-09-01,27.561,0.0
2006-09-02,24.816,1.601
2006-09-03,24.064,0.0
2006-09-04,21.238,0.05
2006-09-05,21.182,0.809
2006-09-06,23.39,11.66
2006-09-07,21.452,6.082
2006-09-08,24.425,5.51
2006-09-09,27.443,2.42
2006-09-10,26.241,1.293
2006-09-11,25.624,3.308
2006-09-12,23.794,0.0
2006-09-13,24.556,0.0
2006-09-14,23.119,2.45
2006-09-15,20.282,1.934
2006-09-16,20.471,0.278
2006-09-17,20.24,0.0
2006-09-18,19.458,0.0
2006-09-19,17.608,2.336
2006-09-20,22.98,2.074
2006-09-21,19.771,1.198
2006-09-22,19.144,0.0
2006-09-23,19.712,6.456
2006-09-24,24.727,4.361
2006-09-25,24.23,4.336
2006-09-26,25.386,1.065
2006-09-27,20.059,0.0
2006-09-28,19.126,3.239
2006-09-29,19.37,4.458
2006-09-30,18.197,1.395
2006-10-01,19.571,0.517
2006-10-02,22.215,0.403
2006-10-03,25.097,6.257
2006-10-04,23.529,4.402
2006-10-05,22.545,5.401
2006-10-06,22.372,3.554
2006-10-07,21.986,5.099
2006-10-08,22.782,4.271
2006-10-09,21.509,3.067
2006-10-10,19.159,4.137
2006-10-11,18.367,5.454
2006-10-12,19.32,3.854
2006-10-13,19.573,7.138
2006-10-14,20.869,11.177
2006-10-15,20.26,3.937
2006-10-16,17.216,9.497
2006-10-17,18.542,4.697
2006-10-18,16.327,0.0
2006-10-19,15.467,1.934
2006-10-20,16.197,4.211
2006-10-21,16.934,0.0
2006-10-22,15.57,0.0
2006-10-23,15.091,1.866
2006-10-24,16.919,0.0
2006-10-25,23.251,0.0
2006-10-26,26.6,0.154
2006-10-27,22.568,12.559
2006-10-28,23.073,3.344
2006-10-29,21.689,6.542
2006-10-30,24.573,4.767
2006-10-31,23.924,6.892
2006-11-01,22.464,0.346
2006-11-02,18.644,7.447
2006-11-03,17.065,5.16
2006-11-04,14.14,3.419
2006-11-05,13.418,5.055
2006-11-06,8.057,0.979
2006-11-07,9.541,1.804
2006-11-08,11.21,0.446
2006-11-09,9.152,0.0
2006-11-10,8.123,3.083
2006-11-11,10.371,2.34
2006-11-12,12.359,0.832
2006-11-13,14.87,0.0
2006-11-14,16.117,0.0
2006-11-15,15.498,1.389
2006-11-16,14.456,0.0
2006-11-17,15.417,5.22
2006-11-18,13.04,6.038
2006-11-19,12.05,3.085
2006-11-20,10.632,10.005
2006-11-21,12.135,6.65
2006-11-22,12.776,8.891
2006-11-23,9.841,2.746
2006-11-24,10.249,4.969
2006-11-25,11.196,4.842
2006-11-26,14.218,4.852
2006-11-27,16.735,6.347
2006-11-28,7.49,3.454
2006-11-29,8.509,5.292
2006-11-30,12.262,3.576
2006-12-01,10.279,1.226
2006-12-02,10.227,0.0
2006-12-03,9.472,6.289
2006-12-04,10.793,5.507
2006-12-05,13.25,8.018
2006-12-06,15.562,10.473
2006-12-07,18.238,10.986
2006-12-08,22.11,8.581
2006-12-09,21.063,2.388
2006-12-10,15.805,0.0
2006-12-11,12.559,3.498
2006-12-12,11.76,6.24
2006-12-13,13.053,4.888
2006-12-14,14.528,4.554
2006-12-15,16.212,0.0
2006-12-16,15.889,0.0
2006-12-17,13.881,3.427
2006-12-18,16.98,4.162
2006-12-19,15.0,7.256
2006-12-20,17.903,9.054
2006-12-21,10.903,5.766
2006-12-22,13.811,0.629
2006-12-23,5.647,1.644
2006-12-24,5.543,0.0
2006-12-25,4.526,0.0
2006-12-26,7.26,0.228
2006-12-27,7.744,1.881
2006-12-28,9.208,0.0
2006-12-29,4.975,0.0
2006-12-30,6.072,4.697
2006-12-31,8.859,6.048
2007-01-01,13.656,9.087
2007-01-02,10.226,6.298
2007-01-03,10.584,6.283
2007-01-04,13.113,2.884
2007-01-05,12.618,9.544
2007-01-06,10.462,4.764
2007-01-07,9.14,2.577
2007-01-08,11.693,0.0
2007-01-09,13.422,3.284
2007-01-10,15.043,5.9
2007-01-11,12.734,8.725
2007-01-12,12.549,9.961
2007-01-13,9.476,9.311
2007-01-14,9.584,9.292
2007-01-15,9.158,6.486
2007-01-16,6.994,4.865
2007-01-17,12.553,7.485
2007-01-18,8.969,1.911
2007-01-19,9.539,0.0
2007-01-20,9.728,0.0
2007-01-21,9.892,0.825
2007-01-22,9.98,1.259
2007-01-23,8.153,7.392
2007-01-24,12.055,2.736
2007-01-25,10.742,2.895
2007-01-26,12.271,1.568
2007-01-27,11.918,4.273
2007-01-28,5.716,5.463
2007-01-29,0.457,4.975
2007-01-30,4.568,2.43
2007-01-31,5.932,1.351
2007-02-01,7.589,4.991
2007-02-02,8.481,3.941
2007-02-03,11.276,0.305
2007-02-04,5.813,4.592
2007-02-05,6.522,0.0
2007-02-06,8.029,0.0
2007-02-07,6.769,0.0
2007-02-08,7.835,0.801
2007-02-09,12.633,0.0
2007-02-10,14.391,0.0
2007-02-11,13.315,10.676
2007-02-12,10.922,6.118
2007-02-13,11.232,5.735
2007-02-14,9.483,5.61
2007-02-15,9.98,1.607
2007-02-16,10.088,3.531
2007-02-17,9.776,3.628
2007-02-18,10.425,0.921
2007-02-19,10.849,1.687
2007-02-20,11.598,2.263
2007-02-21,13.073,1.021
2007-02-22,13.585,6.657
2007-02-23,12.553,12.027
2007-02-24,13.841,6.358
2007-02-25,13.086,2.745
2007-02-26,6.98,0.0
2007-02-27,10.483,0.0
2007-02-28,11.426,0.0
2007-03-01,9.522,0.0
2007-03-02,10.611,0.0
2007-03-03,0.343,0.0
2007-03-04,-0.219,9.143
2007-03-05,0.108,8.45
2007-03-06,-0.542,0.0
2007-03-07,3.737,1.27
2007-03-08,6.887,4.024
2007-03-09,6.799,7.122
2007-03-10,5.305,10.79
2007-03-11,0.961,4.136
2007-03-12,3.845,2.488
2007-03-13,7.114,0.654
2007-03-14,8.506,3.732
2007-03-15,9.61,4.292
2007-03-16,11.624,0.583
2007-03-17,9.992,0.0
2007-03-18,13.299,0.044
2007-03-19,11.908,0.0
2007-03-20,11.657,1.634
2007-03-21,12.121,4.159
2007-03-22,13.333,5.417
2007-03-23,17.291,1.18
2007-03-24,14.555,0.183
2007-03-25,18.118,0.0
2007-03-26,14.684,0.0
2007-03-27,14.499,0.0
2007-03-28,12.623,0.0
2007-03-29,14.204,3.017
2007-03-30,16.384,2.388
2007-03-31,20.0,5.277
2007-04-01,18.611,4.79
2007-04-02,15.31,5.052
2007-04-03,18.998,3.116
2007-04-04,22.724,5.171
2007-04-05,24.201,5.724
2007-04-06,19.618,0.498
2007-04-07,17.622,0.0
2007-04-08,15.168,0.0
2007-04-09,8.991,0.0
2007-04-10,10.358,0.621
2007-04-11,11.656,1.409
2007-04-12,13.32,1.392
2007-04-13,14.242,1.036
2007-04-14,11.831,0.0
2007-04-15,10.224,0.615
2007-04-16,8.178,7.456
2007-04-17,9.892,2.307
2007-04-18,10.765,2.028
2007-04-19,14.046,4.656
2007-04-20,17.759,1.996
2007-04-21,17.022,2.375
2007-04-22,15.305,1.783
2007-04-23,16.961,1.582
2007-04-24,13.969,0.696
2007-04-25,9.665,0.342
2007-04-26,15.215,0.789
2007-04-27,16.898,2.21
2007-04-28,20.037,0.0
2007-04-29,24.028,1.255
2007-04-30,22.606,2.326
2007-05-01,24.741,0.727
2007-05-02,29.271,0.0
2007-05-03,26.458,1.944
2007-05-04,27.237,6.337
2007-05-05,28.751,2.269
2007-05-06,26.535,1.579
2007-05-07,25.129,0.0
2007-05-08,25.11,3.413
2007-05-09,24.125,3.172
2007-05-10,23.949,8.138
2007-05-11,22.813,1.261
2007-05-12,22.744,0.0
2007-05-13,23.218,0.0
2007-05-14,22.923,0.0
2007-05-15,18.507,12.226
2007-05-16,20.039,4.808
2007-05-17,24.99,0.0
2007-05-18,24.457,1.355
2007-05-19,32.841,0.421
2007-05-20,31.396,0.0
2007-05-21,27.431,0.0
2007-05-22,25.957,0.0
2007-05-23,26.854,0.0
2007-05-24,32.361,0.0
2007-05-25,30.157,0.114
2007-05-26,29.561,0.676
2007-05-27,29.711,2.262
2007-05-28,22.255,4.943
2007-05-29,22.246,9.293
2007-05-30,22.903,7.131
2007-05-31,32.106,0.0
2007-06-01,31.401,1.941
2007-06-02,31.474,0.468
2007-06-03,31.158,0.0
2007-06-04,22.47,0.0
2007-06-05,22.766,0.0
2007-06-06,22.155,0.0
2007-06-07,20.167,4.097
2007-06-08,19.488,0.0
2007-06-09,22.638,0.766
2007-06-10,24.306,3.137
2007-06-11,26.23,0.0
2007-06-12,25.358,0.973
2007-06-13,19.607,0.0
2007-06-14,18.377,0.0
2007-06-15,20.224,0.0
2007-06-16,20.427,0.0
2007-06-17,22.302,1.825
2007-06-18,25.551,0.0
2007-06-19,24.736,7.463
2007-06-20,25.839,4.936
2007-06-21,26.217,2.813
2007-06-22,26.579,0.0
2007-06-23,28.445,0.474
2007-06-24,29.243,1.713
2007-06-25,29.118,11.015
2007-06-26,29.038,4.808
2007-06-27,28.209,7.526
2007-06-28,27.923,1.264
2007-06-29,25.948,0.619
2007-06-30,26.032,0.0
2007-07-01,27.99,0.0
2007-07-02,27.375,9.344
2007-07-03,29.21,9.035
2007-07-04,29.364,1.201
2007-07-05,28.325,0.0
2007-07-06,25.55,0.0
2007-07-07,24.282,0.0
2007-07-08,23.757,0.909
2007-07-09,26.918,0.0
2007-07-10,24.977,0.0
2007-07-11,24.264,0.0
2007-07-12,21.511,5.264
2007-07-13,24.173,4.034
2007-07-14,24.21,0.493
2007-07-15,21.909,0.0
2007-07-16,22.981,0.0
2007-07-17,25.684,0.0
2007-07-18,28.841,0.0
2007-07-19,30.946,0.0
2007-07-20,36.472,0.0
2007-07-21,40.092,0.0
2007-07-22,33.644,0.0
2007-07-23,28.877,0.0
2007-07-24,27.498,0.0
2007-07-25,25.034,0.0
2007-07-26,23.42,0.0
2007-07-27,22.365,0.0
2007-07-28,23.299,4.597
2007-07-29,22.181,0.0
2007-07-30,22.629,0.0
2007-07-31,26.441,3.194
2007-08-01,25.775,4.398
2007-08-02,24.465,4.708
2007-08-03,25.238,1.743
2007-08-04,27.701,0.0
2007-08-05,25.802,0.0
2007-08-06,26.784,0.0
2007-08-07,27.093,0.187
2007-08-08,24.49,0.0
2007-08-09,24.928,4.069
2007-08-10,25.822,1.307
2007-08-11,26.334,0.0
2007-08-12,26.822,0.116
2007-08-13,24.452,2.646
2007-08-14,24.735,1.598
2007-08-15,18.791,3.565
2007-08-16,19.562,1.848
2007-08-17,19.891,2.327
2007-08-18,21.675,0.0
2007-08-19,26.895,0.0
2007-08-20,26.297,0.0
2007-08-21,28.203,3.464
2007-08-22,26.998,0.0
2007-08-23,28.091,1.816
2007-08-24,29.239,0.261
2007-08-25,24.724,1.286
2007-08-26,24.532,0.0
2007-08-27,24.14,0.0
2007-08-28,22.482,1.837
2007-08-29,24.043,0.961
2007-08-30,23.935,4.288
2007-08-31,21.926,1.394
2007-09-01,22.119,0.0
2007-09-02,23.942,0.0
2007-09-03,26.645,0.054
2007-09-04,28.968,0.0
2007-09-05,27.248,1.507
2007-09-06,27.271,2.896
2007-09-07,26.822,1.516
2007-09-08,23.702,1.996
2007-09-09,25.614,0.0
2007-09-10,29.337,3.564
2007-09-11,27.148,0.413
2007-09-12,24.607,0.0
2007-09-13,20.513,0.0
2007-09-14,18.296,3.361
2007-09-15,17.52,0.0
2007-09-16,23.506,0.329
2007-09-17,22.915,3.745
2007-09-18,22.888,5.335
2007-09-19,22.837,4.852
2007-09-20,20.765,6.333
2007-09-21,28.58,5.958
2007-09-22,28.262,0.948
2007-09-23,25.351,0.0
2007-09-24,25.913,0.0
2007-09-25,19.843,0.751
2007-09-26,20.709,5.398
2007-09-27,23.963,4.145
2007-09-28,22.046,9.695
2007-09-29,25.874,8.426
2007-09-30,24.573,6.093
2007-10-01,25.238,3.649
2007-10-02,21.552,4.002
2007-10-03,21.96,3.533
2007-10-04,21.518,0.0
2007-10-05,17.428,0.046
2007-10-06,13.51,7.046
2007-10-07,14.397,9.836
2007-10-08,15.617,7.607
2007-10-09,23.012,5.364
2007-10-10,21.61,2.662
2007-10-11,17.343,0.0
2007-10-12,18.577,8.69
2007-10-13,16.016,2.071
2007-10-14,20.535,3.417
2007-10-15,22.121,4.955
2007-10-16,10.128,3.556
2007-10-17,12.464,4.296
2007-10-18,11.617,8.169
2007-10-19,16.353,7.703
2007-10-20,17.223,8.43
2007-10-21,12.784,3.998
2007-10-22,16.185,1.817
2007-10-23,13.823,0.437
2007-10-24,18.417,5.161
2007-10-25,20.034,0.0
2007-10-26,20.994,0.0
2007-10-27,15.968,2.589
2007-10-28,20.748,0.981
2007-10-29,17.917,2.752
2007-10-30,13.653,1.621
2007-10-31,20.238,0.262
2007-11-01,14.985,0.993
2007-11-02,16.34,2.506
2007-11-03,15.192,3.168
2007-11-04,8.093,4.685
2007-11-05,8.951,3.947
2007-11-06,7.767,6.914
2007-11-07,11.119,7.788
2007-11-08,9.452,4.159
2007-11-09,9.232,4.428
2007-11-10,7.235,2.278
2007-11-11,2.862,1.923
2007-11-12,8.647,5.311
2007-11-13,9.354,1.531
2007-11-14,12.016,0.044
2007-11-15,9.954,4.866
2007-11-16,10.887,0.0
2007-11-17,15.414,0.0
2007-11-18,17.59,4.883
2007-11-19,15.425,14.171
2007-11-20,12.337,14.388
2007-11-21,13.373,7.458
2007-11-22,13.36,7.834
2007-11-23,5.936,0.0
2007-11-24,10.224,0.124
2007-11-25,7.745,0.093
2007-11-26,9.528,7.452
2007-11-27,11.727,5.478
2007-11-28,11.036,5.259
2007-11-29,7.921,4.179
2007-11-30,12.074,1.895
2007-12-01,9.001,7.386
2007-12-02,7.4,1.919
2007-12-03,9.768,3.765
2007-12-04,9.688,1.234
2007-12-05,4.559,4.377
2007-12-06,9.119,2.917
2007-12-07,10.059,8.323
2007-12-08,9.475,5.066
2007-12-09,12.304,3.025
2007-12-10,7.485,2.402
2007-12-11,9.711,6.946
2007-12-12,7.126,7.118
2007-12-13,7.06,6.455
2007-12-14,4.16,2.429
2007-12-15,6.51,7.053
2007-12-16,6.401,1.993
2007-12-17,6.335,0.0
2007-12-18,8.896,2.013
2007-12-19,11.586,4.852
2007-12-20,12.299,0.0
2007-12-21,29.651,1.705
2007-12-22,25.937,1.614
2007-12-23,16.579,5.012
2007-12-24,14.654,4.17
2007-12-25,13.716,6.284
2007-12-26,14.48,0.0
2007-12-27,13.246,0.0
2007-12-28,8.536,0.13
2007-12-29,5.902,3.327
2007-12-30,9.633,4.539
2007-12-31,10.498,4.497
2008-01-01,13.318,2.484
2008-01-02,11.574,1.001
2008-01-03,8.062,1.96
2008-01-04,8.273,0.0
2008-01-05,9.344,2.496
2008-01-06,11.204,2.142
2008-01-07,12.324,0.701
2008-01-08,15.011,0.0
2008-01-09,11.456,0.0
2008-01-10,10.425,0.188
2008-01-11,16.291,5.051
2008-01-12,17.389,2.673
2008-01-13,15.383,4.004
2008-01-14,11.271,9.061
2008-01-15,13.069,6.74
2008-01-16,15.921,8.209
2008-01-17,19.778,7.081
2008-01-18,21.241,4.425
2008-01-19,19.773,3.231
2008-01-20,19.121,4.559
2008-01-21,15.636,1.036
2008-01-22,11.21,6.037
2008-01-23,9.524,2.857
2008-01-24,8.828,3.565
2008-01-25,9.95,2.117
2008-01-26,8.227,2.702
2008-01-27,11.321,0.122
2008-01-28,12.01,6.357
2008-01-29,14.791,2.627
2008-01-30,13.401,4.521
2008-01-31,10.201,2.726
2008-02-01,12.577,3.338
2008-02-02,11.034,4.192
2008-02-03,14.76,1.285
2008-02-04,13.203,0.17
2008-02-05,10.992,4.988
2008-02-06,14.157,4.833
2008-02-07,6.156,2.718
2008-02-08,4.897,2.906
2008-02-09,8.939,2.967
2008-02-10,9.85,7.68
2008-02-11,9.294,9.714
2008-02-12,10.403,4.739
2008-02-13,9.827,4.145
2008-02-14,10.575,4.15
2008-02-15,14.064,16.374
2008-02-16,14.357,10.458
2008-02-17,12.929,6.219
2008-02-18,8.908,10.631
2008-02-19,12.288,5.99
2008-02-20,11.477,2.711
2008-02-21,10.66,3.284
2008-02-22,10.295,3.621
